key,0,1,2,3
#,Icon,JournalCategory,,Name
offset,4,8,9,0
int32,Image,JournalCategory,bit&01,str
0,0,0,False,""
1,61412,1,True,"重生之境"
2,61412,2,True,"第七星曆"
3,61412,3,True,"蒼穹之禁城"
4,61412,4,True,"龍詩戰爭終章"
5,61412,5,True,"龍詩戰爭尾聲"
6,61412,6,True,"紅蓮之狂潮"
7,61412,7,True,"解放戰爭戰後"
8,61412,8,True,"暗影之逆焰"
9,61412,9,True,"拂曉回歸"
10,61412,10,True,"末日序曲"
11,61412,11,True,"曉月之終途"
12,61412,12,True,"嶄新的冒險"
13,61412,13,True,"金曦之遺輝"
14,61412,14,True,"金曦之遺輝終章"
15,61411,15,True,"蠻神威脅"
16,61411,16,True,"巴哈姆特"
17,61411,17,True,"水晶塔"
18,61411,18,True,"亞歷山大"
19,61411,19,True,"上古眾神"
20,61411,20,True,"瑪哈之影"
21,61411,21,True,"歐米茄時空狹縫"
22,61411,21,True,"歐米茄時空狹縫外傳"
23,61411,22,True,"重返伊瓦利斯"
24,61411,23,True,"四聖獸奇譚"
25,61411,24,True,"伊甸"
26,61411,25,True,"寄葉異聞：暗黑天啟"
27,61411,26,True,"神兵系列"
28,61411,27,True,"萬魔殿"
29,61411,27,True,"萬魔殿外傳"
30,61411,28,True,"艾歐澤亞神話"
31,61411,29,True,"阿卡狄亞登天鬥技場"
32,61411,30,True,"エコーズ オブ ヴァナ・ディール"
33,61411,31,True,"劇情任務"
34,61411,31,True,"日常任務"
35,61411,33,True,"劇情任務"
36,61411,33,True,"日常任務"
37,61411,34,True,"劇情任務"
38,61411,34,True,"日常任務"
39,61411,35,True,"劇情任務"
40,61411,35,True,"日常任務"
41,61411,36,True,"劇情任務"
42,61411,36,True,"日常任務"
43,61411,37,True,"劇情任務"
44,61411,37,True,"日常任務"
45,61411,38,True,"劇情任務"
46,61411,38,True,"日常任務"
47,61411,39,True,"劇情任務"
48,61411,39,True,"日常任務"
49,61411,40,True,"劇情任務"
50,61411,40,True,"日常任務"
51,61411,41,True,"劇情任務"
52,61411,41,True,"日常任務"
53,61411,42,True,"劇情任務"
54,61411,42,True,"日常任務"
55,61411,43,True,"劇情任務"
56,61411,43,True,"日常任務"
57,61411,44,True,"劇情任務"
58,61411,44,True,"日常任務"
59,61411,45,True,"劇情任務"
60,61411,45,True,"日常任務"
61,61411,46,True,"劇情任務"
62,61411,46,True,"日常任務"
63,61411,47,True,"劇情任務"
